,Brand,Gender,Price,Color
2777,Crunchy Fashion,Women,379, Silver
2778,ColorPlus,Men,1049, Green
2779,Harvard,Men,2799, Black
2780,CODE by Lifestyle,Men,949,Blue
2781,Coolers,Men,1499, Black
2782,TIMESMITH,Women,499, White
2783,ColorPlus,Men,944, Red
2784,CHUTPUT,Girls,1170,Blue
2785,Yuris,Women,687, Green
2786,Roadster,Women,1299,Blue
2787,Marks & Spencer,Women,1299, Black
2788,CODE by Lifestyle,Men,1999, Black
2789,Titan,Women,8396, Brown
2790,Sonata,Men,2425,Blue
2791,Rajnandini,Women,598,Blue
2792,Cherry Crumble,Girls,979, Yellow
2794,Titan,Men,2476, White
2795,Soumya,Unisex,1263,Blue
2796,Veni Vidi Vici,Women,516, Maroon
2797,ZHEIA,Women,671, Grey
2798,Yuris,Women,628, Red
2799,Roadster,Women,1899,Blue
2800,ColorPlus,Men,1349,Blue
2801,Soumya,Unisex,944, Red
2802,Kraus Jeans,Women,899,Blue
2803,CHUTPUT,Girls,899, Green
2804,Chhabra 555,Women,1795, Green
2805,Soumya,Unisex,1066, Green
2806,Flying Machine,Men,1259, Grey
2807,Veni Vidi Vici,Women,516, Brown
2808,HOME DECOR INDIA,Unisex,489, Red
2809,Sonata,Men,1299, Black
2810,Mali Fionna,Women,524, Silver
2811,ColorPlus,Men,874, Beige
2812,Roadster,Women,1899,Blue
2813,Sonata,Men,1525, White
2814,Besiva,Women,993, Pink
2815,Soumya,Unisex,909,Blue
2816,CHUTPUT,Unisex Kids,899, Red
2817,Liberty,Women,809, Black
2818,Roadster,Women,574,Blue
2819,Tokyo Talkies,Women,1299, Black
2820,ROMEE,Unisex,839, Brown
2821,DODO & MOA,Women,3709, Pink
2822,LA LOFT,Women,611, White
2823,ROMEE,Unisex,594, Green
2824,Vero Moda,Women,1293, Grey
2825,Titan,Men,4236,Blue
2826,CHUTPUT,Unisex Kids,899,Blue
2827,CODE by Lifestyle,Men,749,Blue
2828,Flying Machine,Men,1999, Navy
2829,ColorPlus,Men,1034, Red
2830,ColorPlus,Men,1349,Blue
2831,Roadster,Men,1299,Blue
2832,Fastrack,Women,1196,Blue
2833,Arrow Sport,Men,2499, White
2834,Sonata,Men,2049, Red
2835,Levis,Men,2199,Blue
2836,Titan,Men,10796, Black
2837,Fastrack,Men,2636, Grey
2838,Camey,Girls,979, White
2839,LA LOFT,Women,747, Black
2840,RICHARD PARKER by Pantaloons,Men,519,Blue
2841,Park Avenue,Men,4274, Black
2842,Veni Vidi Vici,Women,468, Green
2843,Red Tape,Men,1448, Red
2844,Red Tape,Men,3246, Red
2845,IMYOUNG,Men,1299,Blue
2846,Fastrack,Men,1996,Blue
2847,Soumya,Unisex,712, Green
2848,Cherry Crumble,Unisex Kids,927,Blue
2849,Titan,Women,8396,Blue
2850,Sonata,Men,1625, White
2851,berrytree,Unisex Kids,499, Green
2852,Red Tape,Men,1423, Red
2853,CODE by Lifestyle,Men,749, Green
2854,Soumya,Unisex,1239, Beige
2855,CODE by Lifestyle,Men,849, White
2856,Flying Machine,Men,949, Red
2857,Titan,Men,6556, Grey
2858,Sergio Tacchini,Men,3999, Red
2859,ColorPlus,Men,1124,Blue
2860,Roadster,Men,899,Blue
2861,Miss Chase,Women,1199,Blue
2862,trueBrowns,Women,1839, Brown
2863,CODE by Lifestyle,Men,749,Blue
2864,Shaily,Women,1507, Red
2865,Roadster,Men,1299, Black
2866,Roadster,Women,574, Black
2867,Soumya,Unisex,1079, Red
2868,Soumya,Unisex,1239,Blue
2869,Roadster,Women,1899, Grey
2870,Respiro,Men,683, Brown
2871,Miss Chase,Women,719, Yellow
2872,SPYKAR,Women,1049,Blue
2873,Roadster,Men,599,Blue
2874,Sonata,Men,1699, White
2875,Roadster,Women,1299, Black
2876,ColorPlus,Men,1214,Blue
2877,Titan,Men,7196, White
2878,Titan,Men,2236, White
2879,Fastrack,Men,4796, Charcoal
2880,Veni Vidi Vici,Women,468, Green
2881,Marks & Spencer,Women,919, Black
2882,ColorPlus,Men,999, Green
2883,Chhabra 555,Women,895,Blue
2884,Cottinfab,Women,664, Red
2885,ROMEE,Unisex,1999,Blue
2886,Veni Vidi Vici,Women,468,Blue
2887,Flying Machine,Men,949, Grey
2888,Soumya,Unisex,1070, Green
2889,Fame Forever by Lifestyle,Men,449, Black
2890,ColorPlus,Men,1199, Red
2891,Veni Vidi Vici,Women,468, Red
2892,Zoop,Unisex Kids,995, Grey
2893,Metro,Women,1990, Gold
2894,Sonata,Men,1299, Black
2895,SPYKAR,Women,879, Navy
2896,Veni Vidi Vici,Women,468, Pink
2897,Alcis,Men,899, Grey
2898,Fame Forever by Lifestyle,Men,449,Blue
2899,Red Tape,Men,1573, Red
2900,Veni Vidi Vici,Women,756, Yellow
2902,Sonata,Men,1699,Blue
2903,Shaily,Women,1087,Blue
2904,Veni Vidi Vici,Women,468, Green
2905,Vishudh,Women,419, Red
2906,Titan,Men,8396, Black
2907,Fastrack,Men,4595, Black
2908,Fastrack,Men,1596, Black
2909,CODE by Lifestyle,Men,749, White
2910,Fame Forever by Lifestyle,Men,649,Blue
2911,Cottinfab,Women,752, Burgundy
2912,ColorPlus,Men,919, White
2913,Arrow New York,Men,1839, Green
2914,ROMEE,Unisex,594, Brown
2915,INCOLOR,Women,299, Red
2916,Vishudh,Women,1049, Yellow
2917,CODE by Lifestyle,Men,749, Green
2918,Cottinfab,Women,752, Green
2919,Zoop,Unisex Kids,995, White
2920,RICHARD PARKER by Pantaloons,Men,519, Red
2921,Coolers,Men,1799, Black
2922,Veni Vidi Vici,Women,468, Green
2923,Veni Vidi Vici,Women,756,Blue
2924,CODE by Lifestyle,Men,749,Blue
2925,Sonata,Men,1675, Grey
2926,Soumya,Unisex,1246, Pink
2927,Titan,Men,7436, White
2928,CHUTPUT,Unisex Kids,1125, Green
2929,Chhabra 555,Women,2205, Green
2930,Park Avenue,Men,3199,Blue
2931,Titan,Men,6556,Blue
2932,Veni Vidi Vici,Women,468, Yellow
2933,Cottinfab,Women,664, Red
2934,Cottinfab,Women,664, Black
2935,Fastrack,Women,1197, Black
2936,Titan,Women,3596, Silver
2937,CODE by Lifestyle,Men,749, Red
2938,CODE by Lifestyle,Men,1274, Green
2939,Mitera,Women,1349,Blue
2940,Kraus Jeans,Women,897, Grey
2941,CODE by Lifestyle,Men,649,Blue
2942,Vishudh,Women,1049, Red
2943,Park Avenue,Men,3749,Blue
2944,Shaily,Women,835, Green
2945,DODO & MOA,Women,956, Red
2946,Friskers,Men,551, Yellow
2947,UCLA,Men,594, Green
2948,Blue Saint,Women,349,Blue
2949,Fastrack,Men,2577, Grey
2950,Genie,Women,809, Pink
2951,Veni Vidi Vici,Women,468, Green
2952,Fastrack,Men,1196, Green
2953,Genie,Women,1652, Red
2955,Femmora,Women,999, Pink
2956,Vishudh,Women,1289, Red
2957,Kazo,Women,1145, Black
2958,Fos Lighting,Unisex,2775, Brown
2959,FirstClap,Unisex Kids,1599, Green
2960,Clovia,Women,287, Red
2961,Femmora,Women,999, Yellow
2962,Vishudh,Women,1999, Red
2963,ZHEIA,Women,881,Blue
2964,Style Quotient,Women,584,Blue
2966,Femmora,Women,999, Red
2967,Flying Machine,Men,449, Black
2968,SG YUVRAJ,Boys,1294, Black
2969,Kazo,Women,760, Green
2970,URBAN TRIBE,Unisex,999,Blue
2971,Vishudh,Women,577, Red
2972,UCLA,Men,449, Black
2974,CASIO,Women,6296, Beige
2975,Kenneth Cole,Women,2354,Blue
2976,LOCOMOTIVE,Men,434,Blue
2977,VRINDA,Unisex,749, Brown
2978,Lady Stark,Women,1353, Yellow
2979,Newton,Women,850, Silver
2981,Alvaro Castagnino,Men,359, Red
2983,Campus,Women,647, Grey
2984,Tokyo Talkies,Women,899,Blue
2985,Be Indi,Women,537, Yellow
2986,Free Authority,Men,449, Black
2987,CASIO,Men,5395, Black
2988,Dennmarks,Unisex,1676, White
2989,Voylla,Women,279, White
2990,Wish Karo,Girls,779, Grey
2991,FirstClap,Unisex Kids,1599, White
2992,Flying Machine,Men,399, Black
2994,Ecko Unltd,Men,551,Blue
2995,DressBerry,Women,594,Blue
2996,Roadster,Men,1299,Blue
2997,UCLA,Men,849,Blue
2998,Crocs,Unisex,4495, Grey
2999,MBOSS,Unisex,840, Red
3000,VRINDA,Unisex,1499, Beige
3002,Mochi,Women,1014, Brown
3003,CASIO,Men,5395, Black
3004,Voylla,Women,524, Gold
3005,Vishudh,Women,1999, Grey
3006,ELLE,Women,1377, Red
3007,Metro,Women,2290, Red
3008,Campus,Men,559, Grey
3009,Free Authority,Men,449, White
3010,Oxolloxo,Men,559,Blue
3011,ELLE,Women,1229, Green
3012,UCLA,Men,749, Black
3013,OBSESSIONS,Unisex,625,Blue
3014,ELLE,Girls,584, Pink
3015,Puma,Men,2499,Blue
3016,Campus,Men,539, Brown
3018,Living Essence,Unisex,295,Blue
3019,Femmora,Women,999, Red
3020,Difference of Opinion,Men,499, Green
3021,GIORDANO,Women,1466,Blue
3022,Hi RELs,Men,899, Brown
3023,Roadster,Men,1299, White
3024,Roadster,Men,1299,Blue
3025,DDecor,Unisex,1199,Blue
3026,Friskers,Men,407, Orange
3028,ELLE,Women,1377, Pink
3029,Vishudh,Women,1199,Blue
3032,VRINDA,Unisex,1499, Beige
3034,Tokyo Talkies,Women,599,Blue
3035,Metro,Women,745, Brown
3036,Free Authority,Men,449, Black
3037,Puma,Women,2399,Blue
3038,Mochi,Women,990, Gold
3039,Soumya,Unisex,939, Yellow
3040,Tokyo Talkies,Women,699, Green
3041,HRX by Hrithik Roshan,Men,4799,Blue
3042,INVICTUS,Men,2199, Black
3043,ELLE,Women,1317, Beige
3044,Campus,Men,647, Black
3045,Miss Chase,Women,1999, White
3047,Flying Machine,Men,399, Red
3048,GIORDANO,Women,1396,Blue
3049,Alvaro Castagnino,Men,284, Purple
3050,Miss Chase,Women,1199,Blue
3051,Evoke 1899,Men,599, Grey
3052,GIORDANO,Women,4290, Yellow
3053,UCLA,Men,449, Black
3054,UCLA,Men,349,Blue
3055,ZHEIA,Women,881,Blue
3056,Marvel by Wear Your Mind,Men,559, Black
3057,Flying Machine,Men,879,Blue
3058,Newport,Men,479, Grey
3059,Tokyo Talkies,Women,599,Blue
3061,ZHEIA,Women,839,Blue
3062,Louis Philippe,Men,2039,Blue
3063,LOCOMOTIVE,Men,1299, Red
3064,Louis Philippe,Men,1077,Blue
3065,Metro,Women,968, Black
3066,Puma,Men,2274,Blue
3067,Anekaant,Women,851, Red
3068,Metro,Women,2290, Gold
3069,Metro,Women,1488, Gold
3070,Be Indi,Women,678, Red
3071,ELLE,Girls,404, White
3072,ZHEIA,Women,839,Blue
3073,Rajasthan Decor,Unisex,1455, White
3074,PANIT,Women,499, Green
3075,TAYHAA,Unisex,720, White
3077,SELECTED,Men,1798,Blue
3078,PANIT,Women,480, Pink
3079,Ecko Unltd,Men,1299,Blue
3080,Alvaro Castagnino,Men,279, Green
3082,Rajasthan Decor,Unisex,449, White
3083,HERE&NOW,Women,599,Blue
3084,ELLE,Women,1497, Beige
3085,ELLE,Women,1257, Red
3086,ELLE,Women,1437, Red
3087,Puma,Men,1319, Black
3088,CASIO,Women,6156, Gold
3089,IMYOUNG,Men,699, Red
3090,Ecko Unltd,Men,551,Blue
3091,Flying Machine,Men,639,Blue
3094,Ecko Unltd,Men,699, Grey
3096,SOJANYA,Men,1124, Pink
3097,Roadster,Men,594,Blue
3098,Living Essence,Unisex,359, Red
3099,Veni Vidi Vici,Women,468, White
3100,Flying Machine,Men,499, Black
3101,IMYOUNG,Men,699, Black
3102,GIORDANO,Women,1606, Brown
3103,Genie,Women,1044, Red
3104,Ecko Unltd,Men,278, Black
3105,Tokyo Talkies,Women,576,Blue
3106,UCLA,Men,349, Beige
3107,VRINDA,Unisex,749, Red
3108,Louis Philippe,Men,1102, Grey
3109,CASIO,Women,3496,Blue
3110,Metro,Women,745,Blue
3111,IMYOUNG,Men,699, Yellow
3112,Flying Machine,Men,679, Black
3113,Flying Machine,Men,879,Blue
3114,Dennmarks,Unisex,896, Red
3115,Vishudh,Women,699, Red
3116,GIORDANO,Women,1396, Red
3117,Louis Philippe,Men,2081, White
3118,Louis Philippe,Men,2039, White
3120,Sangria,Women,699, White
3121,Divine Casa,Unisex,767, Black
3122,OBSESSIONS,Unisex,742, Maroon
3123,Red Tape,Men,869, Green
3124,SELECTED,Men,1798,Blue
3125,Louis Philippe,Men,1102,Blue
3126,Roadster,Men,1299,Blue
3127,Unravel India,Unisex,629, Green
3128,Steenbok,Men,1299,Blue
3129,SOJANYA,Men,674,Blue
3130,Belle Fille,Women,639, Red
3131,Roadster,Men,1299, Red
3132,DODO & MOA,Women,1480, Black
3133,Metro,Women,1890, Gold
3134,ELLE,Girls,359,Blue
3135,DDecor,Unisex,1199,Blue
3136,Kittens,Girls,664,Blue
3137,HERE&NOW,Women,2399, White
3138,Kvsfab,Women,1999, Yellow
3139,Genie,Women,1077, Pink
3140,Belle Fille,Women,639, Red
3141,GIORDANO,Women,1501, Orange
3142,Vishudh,Women,1299,Blue
3144,Alvaro Castagnino,Men,359, Black
3145,HERE&NOW,Women,474,Blue
3146,OBSESSIONS,Unisex,495, Grey
3147,Roadster,Men,599,Blue
3148,ELLE,Girls,629, Yellow
3149,Fos Lighting,Unisex,2375, Black
3150,Tokyo Talkies,Women,1249, Red
3152,VRINDA,Unisex,749, Brown
3153,ELLE,Women,1497,Blue
3154,ELLE,Women,1437, Grey
3155,Shaily,Women,1007, Grey
3156,Red Tape,Men,1049, Red
3157,Belle Fille,Women,639, Grey
3158,Evoke 1899,Men,599, White
3159,Marks & Spencer,Women,1299, Pink
3160,UCLA,Men,499, Black
3161,Tokyo Talkies,Women,1299, Red
3162,Roadster,Men,599,Blue
3163,INVICTUS,Men,779,Blue
3164,DressBerry,Women,1379,Blue
3165,Slub,Men,1299,Blue
3166,IMYOUNG,Men,699, Maroon
3167,Flying Machine,Boys,749, Black
3168,UCLA,Men,899, Red
3170,Rajasthan Decor,Unisex,424,Blue
3171,Roadster,Men,699,Blue
3172,OBSESSIONS,Unisex,2600,Blue
3173,URBAN TRIBE,Unisex,1899, Beige
3174,Metro,Women,774, Gold
3175,Soumya,Unisex,1310, Brown
3176,Flying Machine,Men,549, Brown
3177,DODO & MOA,Women,1079, White
3178,Blissta,Women,1439, Red
3179,Alena,Women,683, Yellow
3180,MIAH Decor,Unisex,1041, Red
3181,Roadster,Men,1299,Blue
3182,Newport,Men,399, Orange
3183,SWHF,Unisex,479, Black
3184,Flying Machine,Boys,749, Grey
3185,INVICTUS,Men,299, Yellow
3186,Newport,Men,399, Red
3187,Steenbok,Men,494, White
3188,Belle Fille,Women,679,Blue
3190,JUMP USA,Women,769,Blue
3191,Roadster,Men,1299,Blue
3192,INVICTUS,Men,2499, Green
3193,Flying Machine,Men,879,Blue
3196,Campus,Men,559, Grey
3197,DDecor,Unisex,1199, Brown
3198,Mochi,Women,895, Pink
3199,GIORDANO,Women,1466, Black
3200,UCLA,Men,949, Yellow
3201,Unravel India,Unisex,629,Blue
3202,Roadster,Men,594,Blue
3203,Rajasthan Decor,Unisex,1455,Blue
3204,OBSESSIONS,Unisex,2600, Brown
3205,ELLE,Women,2799, Black
3206,Vishudh,Women,494, Red
3207,Puma,Men,1799, Black
3208,UCLA,Men,949,Blue
3209,FabAlley,Women,490, Maroon
3210,Steenbok,Men,587, White
3211,Nucleus,Women,1300, Gold
3212,Vishudh,Women,1299, Maroon
3213,Campus,Women,589,Blue
3214,Puma,Men,2499, Black
3215,GIORDANO,Women,1372, Red
3216,Voylla,Women,229, Beige
3217,Campus,Men,539, Black
3219,Soumya,Unisex,471, Beige
3220,Home Sparkle,Unisex,674, Red
3221,Puma,Men,1719,Blue
3222,Kazo,Women,995, Black
3223,ZHEIA,Women,965,Blue
3224,shiloh,Women,439, Black
3225,Roadster,Men,1299,Blue
3226,Roadster,Men,1299, Grey
3227,INVICTUS,Men,749, Orange
3228,Allen Solly,Men,1149,Blue
3229,Mochi,Women,1690, Gold
3230,UCLA,Men,749, Black
3231,KLEIO,Women,615, Red
3232,TAYHAA,Unisex,1820, White
3233,Campus,Men,559, Brown
3234,Maniac,Men,304,Blue
3235,Flying Machine,Men,494, Red
3236,ELLE,Girls,404, Black
3237,UCLA,Men,749, Green
3238,KLEIO,Women,615, Red
3239,Tokyo Talkies,Women,1449, Maroon
3241,Kittens,Girls,949, Gold
3242,ELLE,Women,1514,Blue
3243,SOJANYA,Men,1349,Blue
3244,Roadster,Men,1299,Blue
3245,Nucleus,Unisex,1430, White
3246,Globus,Women,1299,Blue
3247,ELLE,Women,839, Gold
3248,Vishudh,Women,1999,Blue
3249,EthnoVogue,Women,7507, Green
3250,ZHEIA,Women,839,Blue
3251,Genie,Women,1565, Brown
3252,CASIO,Men,2306,Blue
3256,VRINDA,Unisex,749, Brown
3257,Tokyo Talkies,Women,599, Mustard
3258,ELLE,Women,1497, White
3259,Vishudh,Women,699,Blue
3261,ELLE,Girls,629,Blue
3262,GIORDANO,Women,1396, Yellow
3264,Belle Fille,Women,679, Navy
3265,Fourwalls,Unisex,500, White
3266,ZHEIA,Women,881,Blue
3268,Newport,Men,479, Red
3269,Newport,Men,399, Red
3270,Miss Chase,Women,1149, Black
3271,Campus,Men,1559,Blue
3272,Newport,Men,479, Green
3273,Roadster,Men,1299,Blue
3274,Alvaro Castagnino,Men,359, Black
3276,Tokyo Talkies,Women,549, Grey
3277,AKKRITI BY PANTALOONS,Women,384, Grey
3278,GIORDANO,Women,1396, Pink
3280,INVICTUS,Men,1299, Pink
3281,Metro,Women,645, Gold
3282,Genius,Unisex,1768, Black
3283,GIORDANO,Women,1466, Red
3284,Vishudh,Women,699, Red
3285,HERE&NOW,Women,629,Blue
3286,Campus,Men,569, Grey
3287,GIORDANO,Women,1356, Yellow
3289,EQUINOX,Men,796, Maroon
3290,Genie,Women,1576, Black
3291,Zink London,Women,1499, White
3293,INVICTUS,Men,1299, Grey
3295,Vishudh,Women,1999, Green
3296,YASH GALLERY,Women,1039,Blue
3297,Dennmarks,Unisex,1130, Red
3298,Vishudh,Women,1999, Red
3299,Metro,Women,2290, Gold
3300,Puma,Men,1799, Red
3301,Soumya,Unisex,1310, Green
3302,Alena,Women,759, Yellow
3303,Genie,Women,831, Pink
3305,Sparx,Men,979, Green
3306,ELLE,Women,1341, Yellow
3307,Clovia,Women,287, Red
3308,Dennmarks,Unisex,1130, Red
3309,Newport,Men,399, White
3310,Free Authority,Men,419, Red
3311,Tokyo Talkies,Women,699, Red
3312,Puma,Men,2399,Blue
3313,Newport,Men,399, Green
3316,Roadster,Men,599,Blue
3317,UCLA,Men,449, Red
3318,Vishudh,Women,550, Green
3319,Alvaro Castagnino,Men,279, Black
3320,UCLA,Men,749,Blue
3321,Annabelle by Pantaloons,Women,399, White
3322,Ecko Unltd,Men,699,Blue
3323,Flying Machine,Men,399, White
3324,Kazo,Women,1145, Red
3325,CASIO,Women,7915,Blue
3326,KLEIO,Women,615, Red
3328,Slub,Men,1999,Blue
3329,ELLE,Girls,404,Blue
3330,Van Heusen,Men,10999, Navy
3331,Genie,Women,1999,Blue
3332,CASIO,Women,5596, Silver
3333,Roadster,Men,1299,Blue
3334,INVICTUS,Men,274, Red
3335,GIORDANO,Women,1466, Pink
3336,Newport,Men,399, Green
3337,GIORDANO,Women,1396,Blue
3338,UCLA,Men,764, Green
3339,Alena,Women,692,Blue
3340,UCLA,Men,449, Grey
3342,INVICTUS,Men,809,Blue
3344,YK,Girls,699, Green
3345,Puma,Men,1799,Blue
3346,Red Tape,Men,4695, Red
3348,Kenneth Cole,Men,4794, Brown
3349,CASIO,Women,3496, Pink
3350,Ecko Unltd,Men,699,Blue
3351,FirstClap,Unisex Kids,1799, Brown
3352,Kenneth Cole,Women,2593, Red
3353,Blue Giraffe,Boys,849,Blue
3354,GIORDANO,Women,2029, Yellow
3355,Free Authority,Men,449, Black
3356,OBSESSIONS,Unisex,1197, Grey
3357,Vishudh,Women,699, Red
3358,Ecko Unltd,Men,551,Blue
3359,SOJANYA,Men,1349, Red
3360,Flying Machine,Men,349, Grey
3361,Silvermerc Designs,Women,400, White
3362,Sparx,Men,1394, Green
3363,Roadster,Men,1699,Blue
3364,Newport,Men,399, Red
3365,Blue Giraffe,Boys,949,Blue
3366,Blue Giraffe,Boys,949,Blue
3367,HERE&NOW,Women,599, White
3368,Black coffee,Men,1599,Blue
3369,Genie,Women,831, Grey
3370,HERE&NOW,Men,699, Green
3371,Roadster,Men,594,Blue
3372,Metro,Women,1690, Brown
3373,Clovia,Women,614,Blue
3374,Blue Giraffe,Girls,399,Blue
3375,ELLE,Women,1437, Red
3376,UCLA,Men,764, Beige
3377,Puma,Men,1499, Grey
3378,CASIO,Women,2396, Silver
3379,YASH GALLERY,Women,909, Beige
3380,UCLA,Men,749,Blue
3381,UCLA,Men,499, White
3382,SOJANYA,Men,1349, Green
3384,Annabelle by Pantaloons,Women,1499, White
3385,Roadster,Men,899,Blue
3386,Dennmarks,Unisex,545, Orange
3387,Louis Philippe,Men,1200, Red
3388,Roadster,Men,1299,Blue
3389,Jacques Lemans,Women,11100, Black
3390,UCLA,Men,749, White
3392,Tokyo Talkies,Women,509,Blue
3393,Divine Casa,Unisex,767,Blue
3394,OBSESSIONS,Unisex,695, White
3395,Flying Machine,Men,919,Blue
3396,ZIYAA,Women,1047, Grey
3397,Vishudh,Women,461, Green
3398,Tokyo Talkies,Women,1299,Blue
3399,ZHEIA,Women,839,Blue
3400,Flying Machine,Men,879, Purple
3401,ELLE,Girls,404,Blue
3402,Miss Chase,Women,949,Blue
3403,Alvaro Castagnino,Men,284, Yellow
3404,GIORDANO,Women,1196, Brown
3405,Soumya,Unisex,1310, Grey
3406,ZHEIA,Women,1034,Blue
3407,Flying Machine,Men,1149,Blue
3408,SKULT by Shahid Kapoor,Men,1199, Grey
3409,TAYHAA,Unisex,2100, Black
3410,GIORDANO,Women,1356,Blue
3411,Roadster,Men,594,Blue
3412,Campus,Men,647, Navy
3413,Belle Fille,Women,679, Grey
3414,Flying Machine,Men,919,Blue
3416,Mochi,Women,895, Brown
3417,Soumya,Unisex,825, Green
3419,Ecko Unltd,Men,1299,Blue
3420,Soumya,Unisex,1310, Brown
3421,Campus,Men,1295,Blue
3422,PERFKT-U,Women,495,Blue
3423,VRINDA,Unisex,749, Yellow
3424,Puma,Men,1349, Grey
3425,INVICTUS,Men,1299, Red
3426,Kazo,Women,845, Black
3427,Zeal,Men,909, Maroon
3429,Vishudh,Women,412, Red
3430,WITH,Men,559, White
3432,OBSESSIONS,Unisex,1345, Yellow
3433,Metro,Women,774, Black
3434,Roadster,Men,599,Blue
3435,Vishudh,Women,1999, Red
3436,HERE&NOW,Women,1299,Blue
3437,SOJANYA,Men,1349, Grey
3438,HERE&NOW,Women,449, Magenta
3439,Cortina,Unisex,902, Red
3440,Vishudh,Women,1999, Red
3443,Blue Giraffe,Boys,679,Blue
3444,plusS,Women,1575,Blue
3445,ELLE,Women,1257, Brown
3446,Vishudh,Women,379, Black
3447,Style Quotient,Women,434,Blue
3449,Friskers,Men,610,Blue
3451,Flying Machine,Men,1044,Blue
3452,Kenneth Cole,Women,1995, Black
3454,Flying Machine,Men,879,Blue
3455,Nucleus,Women,1430, White
3456,Vishudh,Women,569, Orange
3457,Evoke 1899,Men,1299, Yellow
3458,Vishudh,Women,699, Red
3459,Flying Machine,Men,549, White
3460,Unravel India,Unisex,629, Brown
3461,Voylla,Women,229, Beige
3462,Peter England,Men,685, Yellow
3463,Wintage,Men,1799, Black
3464,ZHEIA,Women,881,Blue
3465,ELLE,Women,809,Blue
3466,Flying Machine,Men,494, White
3467,SELECTED,Men,3747, Black
3468,Tokyo Talkies,Women,699, Red
3469,V Dot,Men,5499, Black
3470,ZHEIA,Women,839,Blue
3471,Shoetopia,Women,649, White
3472,Kazo,Women,776,Blue
3473,Belle Fille,Women,639,Blue
3474,Soumya,Unisex,1023, Maroon
3475,Voylla,Women,229, White
3476,TAYHAA,Unisex,840, White
3477,MIAH Decor,Unisex,839, Red
3478,Puma,Unisex,2399,Blue
3479,Eavan,Women,985, Grey
3480,Zink London,Women,599, White
3481,Puma,Unisex,3149, Black
3482,Vishudh,Women,574,Blue
3483,Anekaant,Women,769, Red
3484,Levis,Men,6999, Brown
3485,ZHEIA,Women,839,Blue
3486,Soumya,Unisex,1994, Grey
3487,Campus,Women,707,Blue
3488,Free Authority,Men,449, Black
3489,Tokyo Talkies,Women,1299, Red
3490,Femmora,Women,999, Red
3491,YASH GALLERY,Women,695,Blue
3492,Belle Fille,Women,639, Black
3493,Vishudh,Women,1299, Black
3494,Voylla,Women,386, Gold
3495,Vishudh,Women,699, Black
3496,Vishudh,Women,699, Red
3497,ZHEIA,Women,839,Blue
3498,Alena,Women,759,Blue
3499,Flying Machine,Men,699, White
3500,Free Authority,Men,449, Maroon
3502,Louis Philippe,Men,2251, Red
3503,Kazo,Women,995, Green
3505,Rajasthan Decor,Unisex,1583, Red
3507,IMYOUNG,Men,699, Yellow
3508,Campus,Men,559,Blue
3509,SKULT by Shahid Kapoor,Men,999, Black
3510,Ecko Unltd,Men,899,Blue
3511,Vishudh,Women,699,Blue
3512,Rajasthan Decor,Unisex,424, White
3513,Puma,Men,1949, Red
3514,YK,Girls,599, Grey
3515,Genie,Women,1272,Blue
3516,GIORDANO,Women,1314, Brown
3517,ELLE,Women,1317, Beige
3518,Metro,Women,745, Pink
3519,ELLE,Women,1437, Red
3520,JBN Creation,Boys,1999, Black
3523,Tokyo Talkies,Women,559, Pink
3524,ELLE,Girls,359,Blue
3525,ZHEIA,Women,881,Blue
3526,VRINDA,Unisex,749, Red
3527,Masch Sports,Men,626, Orange
3528,Newport,Men,399, Green
3529,YASH GALLERY,Women,447,Blue
3530,Louis Philippe,Men,1469,Blue
3531,Louis Philippe,Men,1099,Blue
3532,Puma,Men,2399, Black
3533,Vishudh,Women,1299, Red
3534,Roadster,Men,1299,Blue
3535,Tokyo Talkies,Women,1149, Green
3536,Tokyo Talkies,Women,1299, Green
3537,Hi RELs,Men,899, Brown
3538,Metro,Women,845, Black
3539,Roadster,Men,1299,Blue
3540,Sparx,Men,746, Black
3541,Bohemia Crystal,Unisex,2639, Green
3542,Campus,Women,647, Grey
3543,INVICTUS,Men,839,Blue
3544,ZHEIA,Women,881,Blue
3545,Steenbok,Men,587, Green
3546,ELLE,Girls,404, White
3547,Roadster,Men,1999, Black
3548,Annabelle by Pantaloons,Women,679,Blue
3549,Alvaro Castagnino,Men,284, Red
3550,CASIO,Women,5946, Rose
3551,TAYHAA,Unisex,1820, White
3552,DODO & MOA,Women,1210, White
3553,GIORDANO,Women,1919, Pink
3554,Newport,Men,479, Green
3556,Belle Fille,Women,679, Green
3557,Allen Solly,Men,1151,Blue
3558,UCLA,Men,449, White
3559,Newport,Men,479, Green
3560,Tokyo Talkies,Women,1299, Brown
3561,Divine Casa,Unisex,1034, Green
3562,Alena,Women,692, Red
3563,Bohemia Crystal,Unisex,2938, Yellow
3564,GIORDANO,Women,1606, Orange
3565,Roadster,Men,1299,Blue
3566,Soumya,Unisex,939, Beige
3567,ELLE,Girls,359, White
3568,GIORDANO,Women,1606, Brown
3569,Louis Philippe,Men,1836,Blue
3570,ELLE,Women,1497,Blue
3571,Home Sparkle,Unisex,591, Red
3572,Kenneth Cole,Men,3995, Black
3573,plusS,Women,944, White
3574,Flying Machine,Men,759,Blue
3575,Alena,Women,683,Blue
3576,Devis,Women,839,Blue
3577,Campus,Men,629,Blue
3578,CASIO,Women,3496, Gold
3580,Vishudh,Women,1299,Blue
3581,Vishudh,Women,699, Red
3582,Vishudh,Women,447,Blue
